row_index,image_id,true_label,true_class,VGG_pred,VGG_conf,VGG_ptrue,VGG_error,ResNet_pred,ResNet_conf,ResNet_ptrue,ResNet_error,EffNet_pred,EffNet_conf,EffNet_ptrue,EffNet_error,n_wrong,category,wrong_set,mean_conf,min_conf,conf_range,mean_ptrue,min_ptrue,mean_conf_wrong_models,mean_ptrue_wrong_models,n_unique_preds,agreement_level,vote_entropy_bits,jsd_bits,unanimous_outcome
348,348,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,0.9990234375,0.9990234375,0,0,correct_all,none,0.9996744791666666,0.9990234375,0.0009765625,0.9996744791666666,0.9990234375,,,1,unanimous,-0.0,0.00046607497578365995,unanimous_correct
349,349,0,glioma,1,0.7197265625,8.082389831542969e-05,1,1,0.94970703125,0.002468109130859375,1,1,0.42041015625,0.032989501953125,1,3,shared_failure,VGG+ResNet+EffNet,0.6966145833333334,0.42041015625,0.529296875,0.011846144994099935,8.082389831542969e-05,0.6966145833333334,0.011846144994099935,1,unanimous,-0.0,0.20180134834937946,unanimous_wrong
350,350,0,glioma,0,0.99609375,0.99609375,0,0,1.0,1.0,0,0,0.73876953125,0.73876953125,0,0,correct_all,none,0.91162109375,0.73876953125,0.26123046875,0.91162109375,0.73876953125,,,1,unanimous,-0.0,0.14307808540653627,unanimous_correct
351,351,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,0.994140625,0.994140625,0,0,correct_all,none,0.998046875,0.994140625,0.005859375,0.998046875,0.994140625,,,1,unanimous,-0.0,0.002906582437586659,unanimous_correct
352,352,0,glioma,1,0.68701171875,0.30517578125,1,1,0.97314453125,0.026763916015625,1,1,0.9453125,0.04254150390625,1,3,shared_failure,VGG+ResNet+EffNet,0.8684895833333334,0.68701171875,0.2861328125,0.12482706705729167,0.026763916015625,0.8684895833333334,0.12482706705729167,1,unanimous,-0.0,0.10786678345073192,unanimous_wrong
353,353,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,0.9912109375,0.9912109375,0,0,correct_all,none,0.9970703125,0.9912109375,0.0087890625,0.9970703125,0.9912109375,,,1,unanimous,-0.0,0.004402297234177541,unanimous_correct
354,354,0,glioma,1,0.9892578125,0.001262664794921875,1,1,0.9951171875,0.0004744529724121094,1,1,0.69970703125,0.274169921875,1,3,shared_failure,VGG+ResNet+EffNet,0.8946940104166666,0.69970703125,0.29541015625,0.09196901321411133,0.0004744529724121094,0.8946940104166666,0.09196901321411133,1,unanimous,-0.0,0.16714933856402403,unanimous_wrong
355,355,0,glioma,0,0.98291015625,0.98291015625,0,0,0.56591796875,0.56591796875,0,2,0.88037109375,0.03179931640625,1,1,one_model_failure,EffNet,0.8097330729166666,0.56591796875,0.4169921875,0.5268758138020834,0.03179931640625,0.88037109375,0.03179931640625,2,split_2_1,0.9182958340544896,0.6102020974353738,disagreement
356,356,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,0.9873046875,0.9873046875,0,0,correct_all,none,0.9957682291666666,0.9873046875,0.0126953125,0.9957682291666666,0.9873046875,,,1,unanimous,-0.0,0.0061508051837400254,unanimous_correct
357,357,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,1.0,1.0,0,0,correct_all,none,1.0,1.0,0.0,1.0,1.0,,,1,unanimous,-0.0,7.939107870528963e-05,unanimous_correct
358,358,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,1.0,1.0,0,0,correct_all,none,1.0,1.0,0.0,1.0,1.0,,,1,unanimous,-0.0,5.096022535104182e-05,unanimous_correct
359,359,0,glioma,2,0.98828125,3.5762786865234375e-07,1,1,0.833984375,1.3709068298339844e-06,1,2,0.876953125,5.14984130859375e-05,1,3,shared_failure,VGG+ResNet+EffNet,0.8997395833333334,0.833984375,0.154296875,1.7742315928141277e-05,3.5762786865234375e-07,0.8997395833333334,1.7742315928141277e-05,2,split_2_1,0.9182958340544896,0.4817413479094487,disagreement
360,360,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,1.0,1.0,0,0,correct_all,none,1.0,1.0,0.0,1.0,1.0,,,1,unanimous,-0.0,5.533689845989493e-05,unanimous_correct
361,361,0,glioma,0,0.998046875,0.998046875,0,0,0.998046875,0.998046875,0,0,0.85400390625,0.85400390625,0,0,correct_all,none,0.9500325520833334,0.85400390625,0.14404296875,0.9500325520833334,0.85400390625,,,1,unanimous,-0.0,0.07488662271847091,unanimous_correct
362,362,0,glioma,0,0.9990234375,0.9990234375,0,0,1.0,1.0,0,0,0.80419921875,0.80419921875,0,0,correct_all,none,0.9344075520833334,0.80419921875,0.19580078125,0.9344075520833334,0.80419921875,,,1,unanimous,-0.0,0.10726271797623813,unanimous_correct
363,363,0,glioma,1,0.984375,0.0154876708984375,1,1,0.9921875,0.002979278564453125,1,0,0.755859375,0.755859375,0,2,two_model_failures,VGG+ResNet,0.9108072916666666,0.755859375,0.236328125,0.25810877482096356,0.002979278564453125,0.98828125,0.009233474731445312,2,split_2_1,0.9182958340544896,0.5935755775797442,disagreement
364,364,0,glioma,0,0.921875,0.921875,0,0,1.0,1.0,0,0,0.630859375,0.630859375,0,0,correct_all,none,0.8509114583333334,0.630859375,0.369140625,0.8509114583333334,0.630859375,,,1,unanimous,-0.0,0.15970530141169947,unanimous_correct
365,365,0,glioma,1,1.0,0.0,1,1,1.0,0.0,1,1,0.9541015625,0.00021159648895263672,1,3,shared_failure,VGG+ResNet+EffNet,0.9847005208333334,0.9541015625,0.0458984375,7.053216298421224e-05,0.0,0.9847005208333334,7.053216298421224e-05,1,unanimous,-0.0,0.02387968317959406,unanimous_wrong
366,366,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,1.0,1.0,0,0,correct_all,none,1.0,1.0,0.0,1.0,1.0,,,1,unanimous,-0.0,0.00019295567320893898,unanimous_correct
367,367,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,0.998046875,0.998046875,0,0,correct_all,none,0.9993489583333334,0.998046875,0.001953125,0.9993489583333334,0.998046875,,,1,unanimous,-0.0,0.0008386551399606496,unanimous_correct
368,368,0,glioma,0,0.9912109375,0.9912109375,0,0,0.9951171875,0.9951171875,0,0,0.931640625,0.931640625,0,0,correct_all,none,0.97265625,0.931640625,0.0634765625,0.97265625,0.931640625,,,1,unanimous,-0.0,0.02830662144118623,unanimous_correct
369,369,0,glioma,0,0.9873046875,0.9873046875,0,0,1.0,1.0,0,0,0.88427734375,0.88427734375,0,0,correct_all,none,0.9571940104166666,0.88427734375,0.11572265625,0.9571940104166666,0.88427734375,,,1,unanimous,-0.0,0.0490016273319214,unanimous_correct
370,370,0,glioma,2,0.6708984375,0.1214599609375,1,2,0.78125,0.2080078125,1,2,0.5947265625,0.28564453125,1,3,shared_failure,VGG+ResNet+EffNet,0.6822916666666666,0.5947265625,0.1865234375,0.20503743489583334,0.1214599609375,0.6822916666666666,0.20503743489583334,1,unanimous,-0.0,0.07659834167176283,unanimous_wrong
371,371,0,glioma,0,0.95703125,0.95703125,0,0,1.0,1.0,0,0,0.986328125,0.986328125,0,0,correct_all,none,0.9811197916666666,0.95703125,0.04296875,0.9811197916666666,0.95703125,,,1,unanimous,-0.0,0.015321516161739712,unanimous_correct
372,372,0,glioma,2,0.76171875,0.0,1,2,0.95068359375,2.384185791015625e-07,1,2,0.9560546875,0.00022733211517333984,1,3,shared_failure,VGG+ResNet+EffNet,0.8894856770833334,0.76171875,0.1943359375,7.585684458414714e-05,0.0,0.8894856770833334,7.585684458414714e-05,1,unanimous,-0.0,0.05634573974630591,unanimous_wrong
373,373,0,glioma,0,0.89501953125,0.89501953125,0,0,0.9990234375,0.9990234375,0,0,0.95361328125,0.95361328125,0,0,correct_all,none,0.94921875,0.89501953125,0.10400390625,0.94921875,0.89501953125,,,1,unanimous,-0.0,0.03566114805426335,unanimous_correct
374,374,0,glioma,1,1.0,0.0001609325408935547,1,1,0.7744140625,0.043609619140625,1,1,0.53662109375,0.1612548828125,1,3,shared_failure,VGG+ResNet+EffNet,0.7703450520833334,0.53662109375,0.46337890625,0.06834181149800618,0.0001609325408935547,0.7703450520833334,0.06834181149800618,1,unanimous,-0.0,0.1922830765708723,unanimous_wrong
375,375,0,glioma,0,0.60400390625,0.60400390625,0,0,0.986328125,0.986328125,0,0,0.61572265625,0.61572265625,0,0,correct_all,none,0.7353515625,0.60400390625,0.38232421875,0.7353515625,0.60400390625,,,1,unanimous,-0.0,0.19388678703700202,unanimous_correct
376,376,0,glioma,2,1.0,0.0,1,1,0.97705078125,1.1265277862548828e-05,1,2,0.9267578125,0.003627777099609375,1,3,shared_failure,VGG+ResNet+EffNet,0.9679361979166666,0.9267578125,0.0732421875,0.0012130141258239746,0.0,0.9679361979166666,0.0012130141258239746,2,split_2_1,0.9182958340544896,0.7606848381414106,disagreement
377,377,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,0.99609375,0.99609375,0,0,correct_all,none,0.9986979166666666,0.99609375,0.00390625,0.9986979166666666,0.99609375,,,1,unanimous,-0.0,0.0018003320967241495,unanimous_correct
378,378,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,1.0,1.0,0,0,correct_all,none,1.0,1.0,0.0,1.0,1.0,,,1,unanimous,-0.0,0.00021785184618953535,unanimous_correct
379,379,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,1.0,1.0,0,0,correct_all,none,1.0,1.0,0.0,1.0,1.0,,,1,unanimous,-0.0,4.924966636205095e-05,unanimous_correct
380,380,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,1.0,1.0,0,0,correct_all,none,1.0,1.0,0.0,1.0,1.0,,,1,unanimous,-0.0,0.00011154172145189079,unanimous_correct
381,381,0,glioma,0,0.62255859375,0.62255859375,0,1,0.564453125,0.435302734375,1,0,0.481689453125,0.481689453125,0,1,one_model_failure,ResNet,0.5562337239583334,0.481689453125,0.140869140625,0.51318359375,0.435302734375,0.564453125,0.435302734375,2,split_2_1,0.9182958340544896,0.035303296985022214,disagreement
382,382,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,1.0,1.0,0,0,correct_all,none,1.0,1.0,0.0,1.0,1.0,,,1,unanimous,-0.0,0.00010392135774184817,unanimous_correct
383,383,0,glioma,0,0.98828125,0.98828125,0,2,0.67333984375,0.278076171875,1,1,0.90869140625,0.04437255859375,1,2,two_model_failures,ResNet+EffNet,0.8567708333333334,0.67333984375,0.31494140625,0.4369099934895833,0.04437255859375,0.791015625,0.161224365234375,3,split_1_1_1,1.584962500721156,0.9833928757032919,disagreement
384,384,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,0.9990234375,0.9990234375,0,0,correct_all,none,0.9996744791666666,0.9990234375,0.0009765625,0.9996744791666666,0.9990234375,,,1,unanimous,-0.0,0.0003082215889524697,unanimous_correct
385,385,0,glioma,1,0.88720703125,0.0092926025390625,1,1,0.487548828125,0.01074981689453125,1,1,0.7822265625,0.1939697265625,1,3,shared_failure,VGG+ResNet+EffNet,0.718994140625,0.487548828125,0.399658203125,0.07133738199869792,0.0092926025390625,0.718994140625,0.07133738199869792,1,unanimous,-0.0,0.34166694130446174,unanimous_wrong
386,386,0,glioma,1,0.9892578125,0.010406494140625,1,1,0.9951171875,0.004642486572265625,1,1,0.80126953125,0.1982421875,1,3,shared_failure,VGG+ResNet+EffNet,0.9285481770833334,0.80126953125,0.19384765625,0.07109705607096355,0.004642486572265625,0.9285481770833334,0.07109705607096355,1,unanimous,-0.0,0.08873475795542468,unanimous_wrong
387,387,0,glioma,0,0.98193359375,0.98193359375,0,0,1.0,1.0,0,0,0.89990234375,0.89990234375,0,0,correct_all,none,0.9606119791666666,0.89990234375,0.10009765625,0.9606119791666666,0.89990234375,,,1,unanimous,-0.0,0.03865348756224951,unanimous_correct
388,388,0,glioma,0,0.998046875,0.998046875,0,0,1.0,1.0,0,0,0.9912109375,0.9912109375,0,0,correct_all,none,0.9964192708333334,0.9912109375,0.0087890625,0.9964192708333334,0.9912109375,,,1,unanimous,-0.0,0.003157557897912281,unanimous_correct
389,389,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,1.0,1.0,0,0,correct_all,none,1.0,1.0,0.0,1.0,1.0,,,1,unanimous,-0.0,0.00023334480327368142,unanimous_correct
390,390,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,0.9970703125,0.9970703125,0,0,correct_all,none,0.9990234375,0.9970703125,0.0029296875,0.9990234375,0.9970703125,,,1,unanimous,-0.0,0.0017796934725876415,unanimous_correct
391,391,0,glioma,1,0.513671875,0.486328125,1,1,0.82568359375,0.173583984375,1,1,0.60107421875,0.374755859375,1,3,shared_failure,VGG+ResNet+EffNet,0.6468098958333334,0.513671875,0.31201171875,0.3448893229166667,0.173583984375,0.6468098958333334,0.3448893229166667,1,unanimous,-0.0,0.06787048239307003,unanimous_wrong
392,392,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,1.0,1.0,0,0,correct_all,none,1.0,1.0,0.0,1.0,1.0,,,1,unanimous,-0.0,0.0001430547593948518,unanimous_correct
393,393,0,glioma,0,0.98193359375,0.98193359375,0,0,0.96435546875,0.96435546875,0,0,0.9072265625,0.9072265625,0,0,correct_all,none,0.951171875,0.9072265625,0.07470703125,0.951171875,0.9072265625,,,1,unanimous,-0.0,0.015756608795547133,unanimous_correct
394,394,0,glioma,3,0.95947265625,0.022308349609375,1,0,0.53173828125,0.53173828125,0,0,0.46875,0.46875,0,1,one_model_failure,VGG,0.6533203125,0.46875,0.49072265625,0.3409322102864583,0.022308349609375,0.95947265625,0.022308349609375,2,split_2_1,0.9182958340544896,0.25106926152888953,disagreement
395,395,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,1.0,1.0,0,0,correct_all,none,1.0,1.0,0.0,1.0,1.0,,,1,unanimous,-0.0,5.9350962282330214e-05,unanimous_correct
396,396,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,0.99609375,0.99609375,0,0,correct_all,none,0.9986979166666666,0.99609375,0.00390625,0.9986979166666666,0.99609375,,,1,unanimous,-0.0,0.0018796003068777007,unanimous_correct
397,397,0,glioma,2,1.0,0.0,1,2,1.0,5.960464477539063e-08,1,2,0.89990234375,0.0037937164306640625,1,3,shared_failure,VGG+ResNet+EffNet,0.9666341145833334,0.89990234375,0.10009765625,0.0012645920117696126,0.0,0.9666341145833334,0.0012645920117696126,1,unanimous,-0.0,0.054427670541836476,unanimous_wrong
398,398,0,glioma,0,0.9970703125,0.9970703125,0,0,1.0,1.0,0,0,0.998046875,0.998046875,0,0,correct_all,none,0.9983723958333334,0.9970703125,0.0029296875,0.9983723958333334,0.9970703125,,,1,unanimous,-0.0,0.0012093122262027654,unanimous_correct
399,399,0,glioma,0,1.0,1.0,0,0,1.0,1.0,0,0,0.994140625,0.994140625,0,0,correct_all,none,0.998046875,0.994140625,0.005859375,0.998046875,0.994140625,,,1,unanimous,-0.0,0.0029537870932201844,unanimous_correct
400,400,1,meningioma,1,0.998046875,0.998046875,0,1,0.9990234375,0.9990234375,0,1,0.9248046875,0.9248046875,0,0,correct_all,none,0.9739583333333334,0.9248046875,0.07421875,0.9739583333333334,0.9248046875,,,1,unanimous,-0.0,0.035703350810352974,unanimous_correct
401,401,1,meningioma,3,1.0,5.3048133850097656e-05,1,3,0.998046875,0.0014772415161132812,1,3,0.95361328125,0.04638671875,1,3,shared_failure,VGG+ResNet+EffNet,0.98388671875,0.95361328125,0.04638671875,0.015972336133321125,5.3048133850097656e-05,0.98388671875,0.015972336133321125,1,unanimous,-0.0,0.022541178561535535,unanimous_wrong
402,402,1,meningioma,1,0.9931640625,0.9931640625,0,1,0.9970703125,0.9970703125,0,1,0.984375,0.984375,0,0,correct_all,none,0.9915364583333334,0.984375,0.0126953125,0.9915364583333334,0.984375,,,1,unanimous,-0.0,0.004027769646418378,unanimous_correct
403,403,1,meningioma,1,0.9990234375,0.9990234375,0,1,0.994140625,0.994140625,0,1,0.986328125,0.986328125,0,0,correct_all,none,0.9931640625,0.986328125,0.0126953125,0.9931640625,0.986328125,,,1,unanimous,-0.0,0.003750947731368748,unanimous_correct
404,404,1,meningioma,3,0.94287109375,0.056854248046875,1,3,0.9892578125,0.005657196044921875,1,1,0.609375,0.609375,0,2,two_model_failures,VGG+ResNet,0.84716796875,0.609375,0.3798828125,0.22396214803059897,0.005657196044921875,0.966064453125,0.03125572204589844,2,split_2_1,0.9182958340544896,0.45006540589751276,disagreement
405,405,1,meningioma,1,0.998046875,0.998046875,0,1,1.0,1.0,0,1,0.6494140625,0.6494140625,0,0,correct_all,none,0.8824869791666666,0.6494140625,0.3505859375,0.8824869791666666,0.6494140625,,,1,unanimous,-0.0,0.20448076423225697,unanimous_correct
406,406,1,meningioma,1,0.99609375,0.99609375,0,1,0.82470703125,0.82470703125,0,0,0.72998046875,0.26123046875,1,1,one_model_failure,EffNet,0.8502604166666666,0.72998046875,0.26611328125,0.6940104166666666,0.26123046875,0.72998046875,0.26123046875,2,split_2_1,0.9182958340544896,0.37837992760766925,disagreement
407,407,1,meningioma,1,0.51708984375,0.51708984375,0,1,0.998046875,0.998046875,0,1,0.955078125,0.955078125,0,0,correct_all,none,0.8234049479166666,0.51708984375,0.48095703125,0.8234049479166666,0.51708984375,,,1,unanimous,-0.0,0.24707173275248684,unanimous_correct
408,408,1,meningioma,1,0.896484375,0.896484375,0,1,0.93017578125,0.93017578125,0,1,0.9658203125,0.9658203125,0,0,correct_all,none,0.9308268229166666,0.896484375,0.0693359375,0.9308268229166666,0.896484375,,,1,unanimous,-0.0,0.03229381735666076,unanimous_correct
409,409,1,meningioma,3,0.9990234375,0.00030517578125,1,3,0.84814453125,0.125,1,3,0.89453125,0.10498046875,1,3,shared_failure,VGG+ResNet+EffNet,0.9138997395833334,0.84814453125,0.15087890625,0.07676188151041667,0.00030517578125,0.9138997395833334,0.07676188151041667,1,unanimous,-0.0,0.059634363826349124,unanimous_wrong
410,410,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.74658203125,0.74658203125,0,0,correct_all,none,0.91552734375,0.74658203125,0.25341796875,0.91552734375,0.74658203125,,,1,unanimous,-0.0,0.14575836093480693,unanimous_correct
411,411,1,meningioma,0,0.93603515625,0.0635986328125,1,1,0.9990234375,0.9990234375,0,0,0.491455078125,0.454345703125,1,2,two_model_failures,VGG+EffNet,0.808837890625,0.491455078125,0.507568359375,0.5056559244791666,0.0635986328125,0.7137451171875,0.25897216796875,2,split_2_1,0.9182958340544896,0.5764642730353853,disagreement
412,412,1,meningioma,1,0.95068359375,0.95068359375,0,1,0.9951171875,0.9951171875,0,1,0.80419921875,0.80419921875,0,0,correct_all,none,0.9166666666666666,0.80419921875,0.19091796875,0.9166666666666666,0.80419921875,,,1,unanimous,-0.0,0.07099828104799705,unanimous_correct
413,413,1,meningioma,1,0.9990234375,0.9990234375,0,1,0.9990234375,0.9990234375,0,1,0.96044921875,0.96044921875,0,0,correct_all,none,0.9861653645833334,0.96044921875,0.03857421875,0.9861653645833334,0.96044921875,,,1,unanimous,-0.0,0.01771358084238095,unanimous_correct
414,414,1,meningioma,1,0.58837890625,0.58837890625,0,1,0.4482421875,0.4482421875,0,1,0.84619140625,0.84619140625,0,0,correct_all,none,0.6276041666666666,0.4482421875,0.39794921875,0.6276041666666666,0.4482421875,,,1,unanimous,-0.0,0.2837239453064835,unanimous_correct
415,415,1,meningioma,1,0.994140625,0.994140625,0,1,1.0,1.0,0,1,0.990234375,0.990234375,0,0,correct_all,none,0.9947916666666666,0.990234375,0.009765625,0.9947916666666666,0.990234375,,,1,unanimous,-0.0,0.003185790702094779,unanimous_correct
416,416,1,meningioma,1,0.970703125,0.970703125,0,0,0.61083984375,0.361572265625,1,1,0.98828125,0.98828125,0,1,one_model_failure,ResNet,0.8566080729166666,0.61083984375,0.37744140625,0.7735188802083334,0.361572265625,0.61083984375,0.361572265625,2,split_2_1,0.9182958340544896,0.4049519495298883,disagreement
417,417,1,meningioma,1,0.97412109375,0.97412109375,0,1,0.82861328125,0.82861328125,0,1,0.869140625,0.869140625,0,0,correct_all,none,0.890625,0.82861328125,0.1455078125,0.890625,0.82861328125,,,1,unanimous,-0.0,0.06172440744134078,unanimous_correct
418,418,1,meningioma,1,0.97802734375,0.97802734375,0,1,1.0,1.0,0,1,0.88037109375,0.88037109375,0,0,correct_all,none,0.9527994791666666,0.88037109375,0.11962890625,0.9527994791666666,0.88037109375,,,1,unanimous,-0.0,0.04637951337101459,unanimous_correct
419,419,1,meningioma,1,0.998046875,0.998046875,0,1,0.9921875,0.9921875,0,1,0.96044921875,0.96044921875,0,0,correct_all,none,0.9835611979166666,0.96044921875,0.03759765625,0.9835611979166666,0.96044921875,,,1,unanimous,-0.0,0.013565550948416286,unanimous_correct
420,420,1,meningioma,3,0.693359375,0.254150390625,1,0,0.64404296875,0.257568359375,1,3,0.578125,0.39697265625,1,3,shared_failure,VGG+ResNet+EffNet,0.6385091145833334,0.578125,0.115234375,0.3028971354166667,0.254150390625,0.6385091145833334,0.3028971354166667,2,split_2_1,0.9182958340544896,0.4856692972382106,disagreement
421,421,1,meningioma,1,0.9970703125,0.9970703125,0,1,0.958984375,0.958984375,0,1,0.9716796875,0.9716796875,0,0,correct_all,none,0.9759114583333334,0.958984375,0.0380859375,0.9759114583333334,0.958984375,,,1,unanimous,-0.0,0.01194414072185973,unanimous_correct
422,422,1,meningioma,1,0.96240234375,0.96240234375,0,1,0.8330078125,0.8330078125,0,1,0.8583984375,0.8583984375,0,0,correct_all,none,0.8846028645833334,0.8330078125,0.12939453125,0.8846028645833334,0.8330078125,,,1,unanimous,-0.0,0.06631464733339199,unanimous_correct
423,423,1,meningioma,1,0.966796875,0.966796875,0,1,0.703125,0.703125,0,1,0.89208984375,0.89208984375,0,0,correct_all,none,0.85400390625,0.703125,0.263671875,0.85400390625,0.703125,,,1,unanimous,-0.0,0.09906178775750885,unanimous_correct
424,424,1,meningioma,1,0.9453125,0.9453125,0,1,0.9892578125,0.9892578125,0,1,0.97265625,0.97265625,0,0,correct_all,none,0.9690755208333334,0.9453125,0.0439453125,0.9690755208333334,0.9453125,,,1,unanimous,-0.0,0.026374242729521657,unanimous_correct
425,425,1,meningioma,1,0.986328125,0.986328125,0,1,0.97314453125,0.97314453125,0,1,0.98828125,0.98828125,0,0,correct_all,none,0.9825846354166666,0.97314453125,0.01513671875,0.9825846354166666,0.97314453125,,,1,unanimous,-0.0,0.0033397703968536807,unanimous_correct
426,426,1,meningioma,1,0.97998046875,0.97998046875,0,1,0.91748046875,0.91748046875,0,1,0.955078125,0.955078125,0,0,correct_all,none,0.9508463541666666,0.91748046875,0.0625,0.9508463541666666,0.91748046875,,,1,unanimous,-0.0,0.026982141726113684,unanimous_correct
427,427,1,meningioma,1,0.9990234375,0.9990234375,0,1,0.9111328125,0.9111328125,0,1,0.7392578125,0.7392578125,0,0,correct_all,none,0.8831380208333334,0.7392578125,0.259765625,0.8831380208333334,0.7392578125,,,1,unanimous,-0.0,0.10110062518155755,unanimous_correct
428,428,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.97412109375,0.97412109375,0,0,correct_all,none,0.9913736979166666,0.97412109375,0.02587890625,0.9913736979166666,0.97412109375,,,1,unanimous,-0.0,0.013296219599634944,unanimous_correct
429,429,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.998046875,0.998046875,0,0,correct_all,none,0.9993489583333334,0.998046875,0.001953125,0.9993489583333334,0.998046875,,,1,unanimous,-0.0,0.0007687134340000068,unanimous_correct
430,430,1,meningioma,1,1.0,1.0,0,1,0.990234375,0.990234375,0,1,0.72998046875,0.72998046875,0,0,correct_all,none,0.90673828125,0.72998046875,0.27001953125,0.90673828125,0.72998046875,,,1,unanimous,-0.0,0.14090064985403583,unanimous_correct
431,431,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.97705078125,0.97705078125,0,0,correct_all,none,0.9923502604166666,0.97705078125,0.02294921875,0.9923502604166666,0.97705078125,,,1,unanimous,-0.0,0.012243365860754432,unanimous_correct
432,432,1,meningioma,3,0.88671875,0.11297607421875,1,3,0.8125,0.18603515625,1,1,0.7041015625,0.7041015625,0,2,two_model_failures,VGG+ResNet,0.8011067708333334,0.7041015625,0.1826171875,0.3343709309895833,0.11297607421875,0.849609375,0.149505615234375,2,split_2_1,0.9182958340544896,0.23696191737222905,disagreement
433,433,1,meningioma,1,0.9892578125,0.9892578125,0,1,0.92431640625,0.92431640625,0,1,0.9716796875,0.9716796875,0,0,correct_all,none,0.9617513020833334,0.92431640625,0.06494140625,0.9617513020833334,0.92431640625,,,1,unanimous,-0.0,0.017149587382205983,unanimous_correct
434,434,1,meningioma,1,0.65771484375,0.65771484375,0,1,0.92578125,0.92578125,0,1,0.970703125,0.970703125,0,0,correct_all,none,0.8513997395833334,0.65771484375,0.31298828125,0.8513997395833334,0.65771484375,,,1,unanimous,-0.0,0.12832638972027077,unanimous_correct
435,435,1,meningioma,1,0.9921875,0.9921875,0,1,0.63916015625,0.63916015625,0,1,0.92431640625,0.92431640625,0,0,correct_all,none,0.8518880208333334,0.63916015625,0.35302734375,0.8518880208333334,0.63916015625,,,1,unanimous,-0.0,0.17559306796073848,unanimous_correct
436,436,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.998046875,0.998046875,0,0,correct_all,none,0.9993489583333334,0.998046875,0.001953125,0.9993489583333334,0.998046875,,,1,unanimous,-0.0,0.0011065031784725293,unanimous_correct
437,437,1,meningioma,1,1.0,1.0,0,1,0.9267578125,0.9267578125,0,1,0.83935546875,0.83935546875,0,0,correct_all,none,0.9220377604166666,0.83935546875,0.16064453125,0.9220377604166666,0.83935546875,,,1,unanimous,-0.0,0.0714458965267235,unanimous_correct
438,438,1,meningioma,3,0.5,0.497802734375,1,3,0.94482421875,0.05206298828125,1,1,0.5595703125,0.5595703125,0,2,two_model_failures,VGG+ResNet,0.6681315104166666,0.5,0.44482421875,0.36981201171875,0.05206298828125,0.722412109375,0.274932861328125,2,split_2_1,0.9182958340544896,0.18916442498667585,disagreement
439,439,1,meningioma,1,1.0,1.0,0,1,0.98193359375,0.98193359375,0,1,0.53125,0.53125,0,0,correct_all,none,0.8377278645833334,0.53125,0.46875,0.8377278645833334,0.53125,,,1,unanimous,-0.0,0.27313505400828175,unanimous_correct
440,440,1,meningioma,1,1.0,1.0,0,1,0.97900390625,0.97900390625,0,1,0.96435546875,0.96435546875,0,0,correct_all,none,0.9811197916666666,0.96435546875,0.03564453125,0.9811197916666666,0.96435546875,,,1,unanimous,-0.0,0.012551705975710287,unanimous_correct
441,441,1,meningioma,1,0.96875,0.96875,0,1,1.0,1.0,0,1,0.96337890625,0.96337890625,0,0,correct_all,none,0.9773763020833334,0.96337890625,0.03662109375,0.9773763020833334,0.96337890625,,,1,unanimous,-0.0,0.01626836040580326,unanimous_correct
442,442,1,meningioma,1,0.9990234375,0.9990234375,0,1,0.9951171875,0.9951171875,0,1,0.990234375,0.990234375,0,0,correct_all,none,0.9947916666666666,0.990234375,0.0087890625,0.9947916666666666,0.990234375,,,1,unanimous,-0.0,0.0025806962589507154,unanimous_correct
443,443,1,meningioma,1,0.97802734375,0.97802734375,0,1,1.0,1.0,0,1,0.9375,0.9375,0,0,correct_all,none,0.9718424479166666,0.9375,0.0625,0.9718424479166666,0.9375,,,1,unanimous,-0.0,0.03571345835103809,unanimous_correct
444,444,1,meningioma,1,0.990234375,0.990234375,0,2,0.53759765625,0.399658203125,1,1,0.9931640625,0.9931640625,0,1,one_model_failure,ResNet,0.84033203125,0.53759765625,0.45556640625,0.7943522135416666,0.399658203125,0.53759765625,0.399658203125,2,split_2_1,0.9182958340544896,0.3802111209889064,disagreement
